database,foundation,label,typecode,role,dependents,share_of_db_pct,entry_points,source_revision
set.mm,"ZFC, classical first-order",cmq,class,syntax constructor,157,0.33,33,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",df-fuc,|-,assertion,157,0.33,2,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",df-mq,|-,assertion,157,0.33,2,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",df-ceil,|-,assertion,156,0.33,2,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",df-ltpq,|-,assertion,156,0.33,2,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",df-sect,|-,assertion,156,0.33,3,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",df-tgp,|-,assertion,154,0.32,1,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",df-wwlks,|-,assertion,154,0.32,1,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",cbtwn,class,syntax constructor,153,0.32,131,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",ccsh,class,syntax constructor,153,0.32,108,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",cplpq,class,syntax constructor,153,0.32,16,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",crelexp,class,syntax constructor,153,0.32,84,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",df-plpq,|-,assertion,153,0.32,3,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",wdisjALTV,wff,syntax constructor,152,0.32,90,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",ax-frege1,|-,assertion,150,0.31,10,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",char,class,syntax constructor,150,0.31,56,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",crngo,class,syntax constructor,150,0.31,144,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",cplq,class,syntax constructor,149,0.31,35,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",df-vd1,|-,assertion,149,0.31,6,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",wvd1,wff,syntax constructor,149,0.31,12,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",df-disjALTV,|-,assertion,148,0.31,4,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",df-plq,|-,assertion,148,0.31,2,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",df-relexp,|-,assertion,148,0.31,4,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",cinv,class,syntax constructor,147,0.31,42,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",df-wwlksn,|-,assertion,147,0.31,4,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",cclwwlk,class,syntax constructor,146,0.31,44,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",ax-frege2,|-,assertion,145,0.3,11,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",ccgr,class,syntax constructor,145,0.3,97,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",df-csh,|-,assertion,145,0.3,3,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",df-inv,|-,assertion,145,0.3,5,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",df-clwwlk,|-,assertion,144,0.3,1,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",df-oppc,|-,assertion,144,0.3,2,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",coe,class,syntax constructor,143,0.3,104,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",df-har,|-,assertion,143,0.3,2,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",cpths,class,syntax constructor,142,0.3,69,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",cs4,class,syntax constructor,140,0.29,63,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",df-s4,|-,assertion,140,0.29,20,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",cleg,class,syntax constructor,139,0.29,9,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",df-leg,|-,assertion,139,0.29,1,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",wdfat,wff,syntax constructor,139,0.29,65,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",clogb,class,syntax constructor,138,0.29,106,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",cnns,class,syntax constructor,138,0.29,79,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",crag,class,syntax constructor,138,0.29,40,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",df-cgr,|-,assertion,138,0.29,1,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",ax-frege8,|-,assertion,137,0.29,19,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",chlg,class,syntax constructor,137,0.29,37,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",crq,class,syntax constructor,137,0.29,17,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",df-rq,|-,assertion,137,0.29,2,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",ctcph,class,syntax constructor,136,0.29,16,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",df-tcph,|-,assertion,135,0.28,1,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",cresub,class,syntax constructor,134,0.28,67,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",cssc,class,syntax constructor,134,0.28,50,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",df-pths,|-,assertion,134,0.28,2,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",df-resub,|-,assertion,134,0.28,2,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",chdma1,class,syntax constructor,133,0.28,10,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",cuc1p,class,syntax constructor,133,0.28,13,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",df-logb,|-,assertion,133,0.28,3,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",df-rag,|-,assertion,133,0.28,1,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",df-uc1p,|-,assertion,133,0.28,1,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",clbs,class,syntax constructor,132,0.28,43,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",df-lbs,|-,assertion,132,0.28,1,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",ctrg,class,syntax constructor,131,0.27,30,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",df-nns,|-,assertion,131,0.27,5,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",df-ocomp,|-,assertion,131,0.27,2,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",df-ssc,|-,assertion,131,0.27,2,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",cmn1,class,syntax constructor,130,0.27,27,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",ccph,class,syntax constructor,129,0.27,86,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",chdma,class,syntax constructor,129,0.27,20,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",co1,class,syntax constructor,129,0.27,106,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",codd,class,syntax constructor,129,0.27,116,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",cthinc,class,syntax constructor,129,0.27,52,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",df-hdmap1,|-,assertion,129,0.27,1,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",df-o1,|-,assertion,129,0.27,1,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",ccomf,class,syntax constructor,128,0.27,52,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",clo,class,syntax constructor,128,0.27,72,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",clo1,class,syntax constructor,128,0.27,42,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",cspn,class,syntax constructor,128,0.27,62,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",df-comf,|-,assertion,128,0.27,1,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",df-lo1,|-,assertion,128,0.27,1,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",df-span,|-,assertion,128,0.27,1,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",ch0o,class,syntax constructor,127,0.27,68,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",cvma,class,syntax constructor,127,0.27,83,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",df-dfat,|-,assertion,127,0.27,30,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",df-edgf,|-,assertion,127,0.27,2,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",df-h0op,|-,assertion,127,0.27,3,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",df-hlg,|-,assertion,127,0.27,2,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",df-mon1,|-,assertion,127,0.27,1,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",cipo,class,syntax constructor,126,0.26,26,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",df-lnop,|-,assertion,126,0.26,2,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",wsymrel,wff,syntax constructor,126,0.26,24,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",df-cph,|-,assertion,125,0.26,1,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",wrefrel,wff,syntax constructor,124,0.26,21,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",catan,class,syntax constructor,123,0.26,40,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",cresc,class,syntax constructor,123,0.26,50,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",csquarenn,class,syntax constructor,123,0.26,57,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",df-atan,|-,assertion,123,0.26,4,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",df-ipo,|-,assertion,123,0.26,1,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",df-symrel,|-,assertion,123,0.26,1,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",cclwwlkn,class,syntax constructor,122,0.26,88,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",ccurf,class,syntax constructor,122,0.26,27,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",cdivs,class,syntax constructor,122,0.26,88,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",cperpg,class,syntax constructor,122,0.26,47,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",cpp,class,syntax constructor,122,0.26,57,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",df-btwn,|-,assertion,122,0.26,1,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",df-perpg,|-,assertion,122,0.26,3,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",cmeas,class,syntax constructor,121,0.25,70,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",cscaf,class,syntax constructor,121,0.25,9,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",df-clwwlkn,|-,assertion,121,0.25,2,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",df-vma,|-,assertion,121,0.25,2,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",df-curf,|-,assertion,120,0.25,1,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",df-refrel,|-,assertion,120,0.25,2,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",df-resc,|-,assertion,120,0.25,2,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",df-thinc,|-,assertion,118,0.25,1,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",cseqom,class,syntax constructor,117,0.25,21,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",df-oexp,|-,assertion,117,0.25,2,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",df-seqom,|-,assertion,117,0.25,4,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",df-trg,|-,assertion,117,0.25,1,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",wtrrel,wff,syntax constructor,117,0.25,13,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",chvm,class,syntax constructor,116,0.24,12,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",ciso,class,syntax constructor,116,0.24,45,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",df-odd,|-,assertion,114,0.24,1,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",weqvrel,wff,syntax constructor,114,0.24,70,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",ceven,class,syntax constructor,113,0.24,98,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",cfcls,class,syntax constructor,113,0.24,35,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",df-iso,|-,assertion,113,0.24,3,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",df-eqvrel,|-,assertion,112,0.23,8,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",df-fcls,|-,assertion,112,0.23,2,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",df-hvmap,|-,assertion,112,0.23,1,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",df-scaf,|-,assertion,112,0.23,1,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",cup,class,syntax constructor,111,0.23,92,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",cpell1234qr,class,syntax constructor,110,0.23,13,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",ctcl,class,syntax constructor,110,0.23,107,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",cust,class,syntax constructor,110,0.23,83,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",df-pell1234qr,|-,assertion,110,0.23,1,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",df-plp,|-,assertion,110,0.23,11,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",df-trrel,|-,assertion,110,0.23,1,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",cpell14qr,class,syntax constructor,109,0.23,31,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",cq1p,class,syntax constructor,109,0.23,15,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",clindf,class,syntax constructor,108,0.23,37,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",cnr,class,syntax constructor,108,0.23,79,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",df-even,|-,assertion,108,0.23,3,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",df-pell14qr,|-,assertion,108,0.23,1,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
set.mm,"ZFC, classical first-order",df-q1p,|-,assertion,108,0.23,1,7ddd528c948ae375618ad1ca476b28b9a0eec7d6
